,tweet
186910,"RT @DanForestNC: Thanks for hosting us @NCBroadcasters everything well done across the board
"
186926,"@robbysoave He's having to debate Guthrie
"
186963,"@ABC @GStephanopoulos Joe Biden is struggling in this debate and in this election.
"
187034,"I so agree. She needs to shut up.
"
187079,"@realTylerZed My thoughts exactly. Reminiscent of the first Trump VS Wallace, and Biden debate
"
187122,"Utter rubbish. He knows whether he was or not.
"
187161,"RT @KnowN0thing1: Pro tip: stream both of the town halls at the same time, so it sounds just like the first debate
"
187240,"Another debate with a liberal reporter instead of Biden.
"
187277,"Who the fuck is this NBC woman subbing in for Biden at the second debate? Where is he and why is Trump debating her? #TownHall
"
187305,"Who thinks that the debate next week will happen?
"
187315,"@CarmineSabia Friendly reminder he had the opportunity to debate his opponent instead
"
187328,"@KT_So_It_Goes Best possible way to do a Presidential debate.
"
187339,"This woman questioning trump thinks this debate is about her we don't care about her questions let the people ask the questions
"
187362,"@sandylkoch Awful, moderates that debate
"
187530,"Should we question his health? Can't remember what may have happened just hours earlier...
"
187601,"Were are not even sure he got COVID 
"
187647,"@peachyMPF @NBCNews @SavannahGuthrie @realDonaldTrump Trump wanted to. Hell, he wanted a 4th debate. Joe has been nothing but a coward.
"
187675,"@maryb349 @OCAmericans Are we watching the same debate? Savannah is the one interrupting and talking over.
"
187695,"Exactly.
"
187746,"Dumbass
"
187821,"There is only one Trump
"
187826,"So @SavannahGuthrie wants to debate @realDonaldTrump tonight in place of Biden, right?  She is ridiculous!
"
187868,"If you flip between #TrumpTownHall and #BidenTownHall fast enough . . . it feels just like the last debate.
"
187890,"@IngrahamAngle Did you make the same case when Trump was speaking over joe Biden at the debate?
"
187937,"RT @drjgarrow: Canceled presidential debate moderator who claimed he was hacked has been suspended https://t.co/VJ6Lg94rcQ
"
187956,"Is she using again?
"
188031,"The Trump presidency in one tweet...
"
188072,"Why is Savannah from NBC trying to debate @realDonaldTrump? She is such a nasty woman.
"
188111,"I have never seen Donald Trump debate this well before.
"
188156,"ill do this after the debate
"
188170,"Can we please get THIS Donals Trump at a debate?
"
188181,"Wow #NBCNews @SavannahGuthrie I didn't realize this was a debate? Thought it was a town hall.
"
188202,"@MattJonesRadio This is more of a debate with Savanah
"
188212,"RT @NCassiel: All of Twitter watching this debate tonight https://t.co/MtaealT9Vr
"
188226,"What the hell crawled up Savannah Guthrie's butt? Is she going to debate President Trump herself? She is reprehensible.
"
188269,"The entire MSM is against this President!
"
188277,"Well crap. Utah is having a local debate on ABC and delaying the start of the Biden townhall.
"
188379,"Agree although Guthrie sounds like she is yelling all the time.  Biden would never hold up under this same scrutiny!
"
188401,"Probably had someone take his Covid tests for him.
"
188521,"@erunion24 @SavannahGuthrie He is the one who chickened out of a debate with Biden.
"
188554,"@BillOReilly Trump shouldn't have backed out from the debate.  But we know #TrumpIsACoward
"
188571,"This man is a FOOL!!
"
188634,"@DuncanMacVey @FrankLuntz @latimesopinion This is a town hall. Not a debate between Trump and Savanah for 22 minutes.
"
188657,"Haha, this tweet wins!
"
188663,"@IngrahamAngle She isn't moderating, she's trying to debate.  What a hack.
"
188680,"@NBC this is the thanks u get
"
188688,"No, he's taking a nap and having a bit of cocoa!
"
188702,"Watching the Trump/Guthrie debate 
"
188743,"RT @azcentral: Democrat Mark Kelly widens lead over Republican Martha McSally in post-debate Senate poll https://t.co/mCWk4WFisZ
"
188763,"RT @veeveeveeveevee: How the second debate just both dudes sneak dissing each other to they own boys while they purposely jam twitter?
"
188855,"I JUST JOINED A YUBO DEBATE AND THIS GIRL SAID THERE WERE NO NEGATIVE AFFECTS OF SLAVERY ???
"
188875,"@IngrahamAngle I wish I was their I would debate her
"
188919,"RT @JaimeLynnFusco: @RichardGrenell @JoeBiden I thought this was a townhall not a debate!
"
189029,"I thought this was a town hall, not a debate with a hostile moderator.
"
189045,"RT @HalfwayPost: After the debate tonight, what will Trump call Savannah Guthrie on Twitter?
"
189063,"Is this a town hall or a debate between President Trump and Savannah Guthrie?
"
189078,"This is a debate, not a #TrumpTownHall
"
189127,"I consider myself blessed to be in class during every debate/town hall this season.
"
189164,"@VABVOX She's lying her as off. This isn't a debate. I'm a woman and she's a disgrace. She needs to shut up. This isn't about her.
"
189209,"RT @MomJar1: Its insulting isnt it? https://t.co/FXNkhifFKn
"
189229,"RT @GammaCounter: this judge is such bullshit
"
189238,"What an idiot you are!
"
189244,"@PolitiBunny Yep, looks like a debate to me to! #SavannahGuthrieSucks
"
189266,"History does not suggest that showing anger helps a Presidential candidate in a debate.
"
189281,"@abigailmarone Apparently she thinks this is a debate between Trump and herself. She is just awful!! Rude and completely disrespectful!
"
189403,"Hey trump! Let's see you walk another ramp
"
189484,"RT @latimesent: Commentary: Debate organizers, NBC rewarded Trump's petulance. Guess whose reputation took a hit https://t.co/UWFqCmvr9g
"
189617,"RT @JealousCloud: Joe Biden letting off all his leftover debate bars
"
189677,"@greggutfeld Trump is doing much better than he did in the first debate IMO.
"
189759,"Somehow the president has figured out how to debate himself.
"
189770,"Biden is stumbling through softball questions and Trump is actually in a debate with the moderator. So rigged!
"
189790,"RT @nightmareamor: @megynkelly He winning the debate again lol
"
189810,"This is a very PROPHETIC Tweet from the President.
"
189856,"@TheLeoTerrell @realDonaldTrump I thought it was a town hall, not a debate between President Trump and the little asshole Savannah!
"
189880,"Does anyone believe any of these question askers ""backgrounds"" #debate #trumptownhall
"
189895,"I did not know Trump signed on to debate Savannah Guthrie?
"
189929,"And Trump says that Biden is losing it...Trump is already gone!
"
189964,"Which means he didnt get tested
"
189970,"Watch #abc garden party
"
190023,"@greggutfeld It turns out to be a debate. Trump vs another ""journalist"".
"
190040,"Why does @realDonaldTrump have to debate the moderator AGAIN??? @NBCNews @SavannahGuthrie sucks! I thought this was a town hall!!
"
190076,"RT @BeschlossDC: History does not suggest that showing anger helps a Presidential candidate in a debate.
"
190114,"@SavannahGuthrie ain't playing with the one who's name will not be mentioned....she'd be a great debate moderator!
"
190369,"gherl whet.
"
190398,"@HeyMichaelKing And it's happening this way bc Trump refused a virtual debate. Can you imagine how he'd respond to being Muted?
"
190516,"@harleytwt I thought you two ended that debate amicably? Why is there drama again?
"
190559,"Why does @realDonaldTrump have to debate the moderator? No other President is forced to deal with this. Ridiculous
"
190580,"The debate is between Trump Savannah mostly.  Her hate for Trump is very obvious. #sadbuttrue
"
190675,"I love it when he tells them straight up they are fake news and corrupt.
"
190691,"Forgot to say: LIVE BLOG TIME.
"
190699,"He never got tested before the last debate
"
190707,"And the coverup continues: https://t.co/EPJAw4BVx5
"
190741,"RT @BryceBased: Why do we even debate? Military junta takeover now. Lock the press up.
"
190774,"@Acosta AND he was AFRAID to debate Biden again, so NBC gives him free air time.
"
190793,"Are the COVID drugs making you high?
"
190801,"RT @Varidiumm: @LeftAccidental i dont even debate capitalists because they win the debate for me
"
190868,"RT @McdKO67: Is this a town hall debate or the Savana Guthrie show.  She's a joke.
"
190889,"Sure looks like it....This guy get attacked all the time....want to see Joe Rogan moderate the next debate...
"
190912,"RT @CassyWearsHeels: Is this a town hall or a debate between President Trump and Savannah Guthrie?
"
191078,"Is this a town hall or a debate wtf
"
191128,"Both of these people can at least debate. Unlike Burgess Owens. #utdebates
"
191169,"@SavannahGuthrie has turned the #TownHall into a hostile debate. shameful
"
191182,"This Town Hall is a farce.
"
191223,"You know you got a real winner in the White House when this is the headline he gets.
"
191290,"Guthrie is a National disgrace!  Why is she screaming!
"
191301,"(It would have been so much easier to have a debate, she whispers while flipping networks.)
"
191321,"Watching the President but he is having to debate Guthrie.
"
191332,"@AriFleischer NBC has a debate going on not a town hall...
"
191380,"Let him lie ms. Guthrie.
"
191444,"RT @HamillHimself: That debate was the worst thing I've ever seen &amp; I was in The Star Wars Holiday Special.
"
191544,"@TeamTrump @realDonaldTrump Who scheduled the Guthrie/Trump debate?
"
191554,"RT @LauraBa73664847: @AmericaFirstPAC @TrumpStudents @SavannahGuthrie @JoeBiden Thought this was a town hall not a Trump and Guthrie debate.
"
191616,"girls.... when you shave your legs in the shower which way do you face?
"
191648,"Thank you, Iowa
"
191745,"This person has no clue how ridiculous she looks.
"
191775,"@SheliNBC6 @NBCNews @nbc6 As bad as the first debate.
"
191788,"@greggutfeld Me too, it's like a debate between Trump and Guthrie.
"
191838,"She is better surrogate that having @JoeBiden for Biden administration!
"
191900,"@SavannahGuthrie I thought this was a townhall and not a debate.?.?.?  Let the people ask their questions and let the POTUS talk...
"
191949,"@jonfavs I assume playing both town halls at the same time with the volume on is more legible than the last debate.
"
191973,"RT @Post_Truth_Era: Trump is worse here so far than in his disastrous debate appearance.
"
191990,"@SteveSchmidtSES @realDonaldTrump He's flailing around! She should have moderated the first debate
"
192043,"RT @Troy75801: This didn't age well.
"
192061,"@Timodc Virtual townhall is NOT a debate!
"
192091,"RT @xsevenx: I thought this was a town hall? Why is the President having to debate a hostile bias moderator?
"
192189,"Right?!  What a dic
"
192211,"@GeorgeTakei He's  practically yelling at the moderator. Just about like the first debate.
"
192236,"RT @NewRightNetwork: @TrumpWarRoom Is everyone enjoying the Trump/@SavannahGuthrie
"
192257,"@Colleen69127957 @michaelbeatty3 @AKA_RealDirty ""Smart"" contact lenses like during the debate...
"
192311,"@kayleighmcenany @realDonaldTrump Another debate with the moderator. They are out of ammo.
"
192346,"This isn't a debate Savannah! Its a Town Hall. Unprofessional as hell.
"
192405,"@seanmdav She spent 15 minutes trying to trap him into admitting he tested positive before the 1st debate.
"
192463,"@Surabees @ArthurSchwartz @SavannahGuthrie She wants to debate, argue, and interrupt.  This is not a town hall
"
192485,"Ouch. That was painful.
"
192491,"He only regrets wearing a mask because it got in the way of his fried dough
"
192507,"RT @AnnahBackstrom: Forgot to say: LIVE BLOG TIME. https://t.co/4ZreDklk38
"
192522,"Loathsome cunt.
"
192551,"Lying as always.
"
192581,"@SavannahGuthrie ! PAY ATTENTION!
"
192595,"@_dcase_ @JoeBiden I wish they would let her debate! They did her and the American people a complete disservice.
"
192649,"You judgment is 100% compromised
"
192717,"RT @realJayRiley: @POTUS @realDonaldTrump is winning this debate with the #FakeNews moderator. No WONDER @Jack is getting sweaty palms.
"
192760,"RT @latimes: Not quite a debate: Trump and Biden appear in dueling town halls https://t.co/lAwKyGXfJ5
"
192811,"@Kmpool @IngrahamAngle She has to correct Trump and Biden is not lying. Why did Trump back out of a 2nd debate?
"
192836,"RT @LawrenceLeritz: #PantsOnFire Full stop.
"
192932,"This NBC ARROGANT BITCH is supposed to moderate NOT DEBATE THE PRESIDENT. This shit is why I never watch this asshole station.
"
193078,"You are great at lying.. Destruction.. And degradation of everything you touch.
"
193093,"@greggutfeld Like to see her debate Savannah.
"
193224,"The same question that I m asking myself. Would it help him?
"
193238,"RT @emoshislive: @RubinReport So Savannah is Joe's stand in for the debate that was supposed to happen. Got it.
"
